Academic Item,Title,Version Number,Status,Owning Faculty,Academic Org,Display Name,Teaching Period,Attendance Mode,Location,Quota Number
WMMC1015,Media Practice and Production,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
LAWS8030,The Law of Obligations I - Contracts,2023.02,Approved,Faculty of Arts,Macquarie Law School ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
LAWS2000,International Law,2023.02,Approved,Faculty of Arts,Macquarie Law School ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,30
MKTG8011,Strategic Branding,2023.01,Approved,Macquarie Business School,Department of Marketing ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
ECON2004,Macroeconomic Analysis and Applications,2023.01,Approved,Macquarie Business School,Department of Economics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MKTG3004,PACE: Marketing Project,2023.04,Approved,Macquarie Business School,Department of Marketing ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MKTG8020,Marketing Theory,2023.04,Approved,Macquarie Business School,Department of Marketing ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
ACST6003,Principles of Finance,2023.03,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
WCOM1300,Introduction to Cyber Security,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WMMC1000,Visual Media and Communications,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
MKTG8015,Advanced Consumer Behaviour,2023.05,Approved,Macquarie Business School,Department of Marketing ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
MKTG1003,Consumer Behaviour,2023.03,Approved,Macquarie Business School,Department of Marketing ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
ACST2001,Financial Modelling,2023.01,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
BUSA1027,Demographic Fundamentals,2023.01,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-ONL-S-F2FX-North Ryde,Session 2,Online-scheduled-In person assessment,North Ryde,
ACCG8022,Information Systems in Business,2023.03,Approved,Macquarie Business School,Department of Accounting and Corporate Governance ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
LAWS8068,Law and Technology ,2023.01R,Approved,Faculty of Arts,Macquarie Law School ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
INTS2090,International Studies Intermediate In-Country Cultural Studies,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Winter vacation-ONL-FLX,Winter vacation,Online-flexible,,
WMMC1040,Introduction to Media and Mass Communications,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
BUSA3015,Business Forecasting,2023.01,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
WCOM1750,Introduction to Business Information Systems,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
INTS3080,International Studies Advanced In-Country Study 3,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Winter vacation-ONL-FLX-North Ryde,Winter vacation,Online-flexible,North Ryde,
MMCC8045,Professional Practices,2023.05,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
WART1000,Humanities and the World,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
INTS3016,International Studies Advanced In-Country Study 1,2023.04,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Winter vacation-ONL-FLX,Winter vacation,Online-flexible,,
INTS3090,International Studies Advanced In-Country Study 4,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Winter vacation-ONL-FLX-North Ryde,Winter vacation,Online-flexible,North Ryde,
MKTG7020,Marketing Theory,2023.02,Approved,Macquarie Business School,Department of Marketing ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
WMMC1050,Multimodal Storytelling,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WFDI0001,Digital Intelligence,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WMKT1001,Marketing Fundamentals,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WFEN0002,Academic English 2,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
ECON3034,Financial Econometrics,2023.01,Approved,Macquarie Business School,Department of Economics ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
INTS1030,International Studies Beginners In-Country Cultural Studies,2023.03,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Winter vacation-ONL-FLX,Winter vacation,Online-flexible,,
MMBA8045,Managerial Economics,2023.04,Approved,Macquarie Business School,Department of Economics ,Term 2-ONL-S-DAY,Term 2,Online-scheduled-weekday,,45
ECON2003,Microeconomic Analysis and Applications,2023.01,Approved,Macquarie Business School,Department of Economics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ABST1000,Introducing Indigenous Australia,2023.03,Approved,Faculty of Arts,Department of Indigenous Studies ,Session 3-ONL-FLX,Session 3,Online-flexible,,
MKTG2004,Integrated Marketing Communications,2023.03,Approved,Macquarie Business School,Department of Marketing ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
ECON6049,Economic Analysis,2023.06,Approved,Macquarie Business School,Department of Economics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MKTG8001,Principles of International Marketing,2023.05,Approved,Macquarie Business School,Department of Marketing ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
MMCC3150,PACE: Media Internship,2023.04,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MMBA8040,Accounting for Managers,2023.04,Approved,Macquarie Business School,Department of Accounting and Corporate Governance ,Term 3-F2F-INT-City,Term 3,In person-scheduled-intensive,City,
WCOM1350,Introduction to Database Design and Management,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
LAWS5000,"Remedies, Reparations and Resolution in Law",2023.01R,Approved,Faculty of Arts,Macquarie Law School ,Session 3-F2F-DAY-North Ryde,Session 3,In person-scheduled-weekday,North Ryde,
ECON2041,Introductory Econometrics,2023.01,Approved,Macquarie Business School,Department of Economics ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
ACST1001,Finance 1A,2023.04,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 1-ONL-S-F2FX-North Ryde,Session 1,Online-scheduled-In person assessment,North Ryde,
EDUC2620,Education: The Learner,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
LAWS8018,Research Methodologies in Law,2023.02,Approved,Faculty of Arts,Macquarie Law School ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
PHIL1037,Critical Thinking,2023.04,Approved,Faculty of Arts,Department of Philosophy ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
TRAN8020,Applied Translation Practice,2023.04,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MKTG7015,Advanced Consumer Behaviour,2023.03,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
ARTS3500,Arts Capstone,2023.03,Approved,Faculty of Arts,Owned at Faculty level,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
MEDI8490,MQ Health Elective Placement I,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",Macquarie Medical School,Session 1-F2F-PLACE-North Ryde,Session 1,In person-placement,North Ryde,
WMMC1000,Visual Media and Communications,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
INTS2090,International Studies Intermediate In-Country Cultural Studies,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
WART1000,Humanities and the World,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WCOM1350,Introduction to Database Design and Management,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
BUSA3015,Business Forecasting,2023.01,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-ONL-S-F2FX-North Ryde,Session 2,Online-scheduled-In person assessment,North Ryde,
ECON3034,Financial Econometrics,2023.01,Approved,Macquarie Business School,Department of Economics ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
INTS3080,International Studies Advanced In-Country Study 3,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 3-ONL-FLX-North Ryde,Session 3,Online-flexible,North Ryde,
ACST1001,Finance 1A,2023.04,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ECON2004,Macroeconomic Analysis and Applications,2023.01,Approved,Macquarie Business School,Department of Economics ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
MKTG1003,Consumer Behaviour,2023.03,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
MKTG2008,Marketing Management,2023.04,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
WMGM1002,Principles of Management,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WCOM1300,Introduction to Cyber Security,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WCOM1750,Introduction to Business Information Systems,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
ECON2041,Introductory Econometrics,2023.01,Approved,Macquarie Business School,Department of Economics ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
ARTS3500,Arts Capstone,2023.03,Approved,Faculty of Arts,Owned at Faculty level,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
LAWS8015,International Law,2023.01R,Approved,Faculty of Arts,Macquarie Law School ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
WFFS0001,Fundamentals of Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
ACST6003,Principles of Finance,2023.03,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-ONL-S-F2FX-North Ryde,Session 2,Online-scheduled-In person assessment,North Ryde,
MEDI8490,MQ Health Elective Placement I,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",Macquarie Medical School,Session 2-F2F-PLACE-North Ryde,Session 2,In person-placement,North Ryde,
WPHY1520,Physics for Electrical and Electronic Engineering,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
ARTS1000,Humanities and the World,2023.04,Approved,Faculty of Arts,Owned at Faculty level,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ACST2001,Financial Modelling,2023.01,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-ONL-S-F2FX-North Ryde,Session 2,Online-scheduled-In person assessment,North Ryde,
MKTG8005,Applied Marketing Research,2023.04,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
ECON2003,Microeconomic Analysis and Applications,2023.01,Approved,Macquarie Business School,Department of Economics ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
MKTG3003,Marketing Strategy,2023.03,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
WMMC1050,Multimodal Storytelling,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
MKTG8011,Strategic Branding,2023.01,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
WMAT1010,Calculus and Linear Algebra I,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WMMC1110,Media Technologies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
MKTG2004,Integrated Marketing Communications,2023.03,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
MMCC3150,PACE: Media Internship,2023.04,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
MKTG7020,Marketing Theory,2023.02,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
WFEN0002,Academic English 2,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
AHIS6202,Archaeological and Historical Studies: Foundation in Archaeology or History,2023.03,Approved,Faculty of Arts,Department of History and Archaeology,Session 1-ONL-FLX,Session 1,Online-flexible,,
LAWS8099,Professional and Community Engagement,2023.03,Approved,Faculty of Arts,Macquarie Law School ,Session 3-F2F-PLACE-On location,Session 3,In person-placement,On location,
INTS3016,International Studies Advanced In-Country Study 1,2023.04,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
WACT1001,Finance 1A,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
INTS1030,International Studies Beginners In-Country Cultural Studies,2023.03,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
INTS3013,International Studies Advanced In-Country Study 2,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Winter vacation-ONL-FLX-North Ryde,Winter vacation,Online-flexible,North Ryde,
WPHL1037,Critical Thinking,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
MKTG8015,Advanced Consumer Behaviour,2023.05,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
MKTG8001,Principles of International Marketing,2023.05,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
WMMC1040,Introduction to Media and Mass Communications,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WENG1050,Engineering Design,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WCOM1011,Introduction to Video Games,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
MKTG3004,PACE: Marketing Project,2023.04,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
WSTA1250,Business Statistics,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WMMC1015,Media Practice and Production,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WFDI0001,Digital Intelligence,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
MMCC8045,Professional Practices,2023.05,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
MKTG8020,Marketing Theory,2023.04,Approved,Macquarie Business School,Department of Marketing ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
INTS3090,International Studies Advanced In-Country Study 4,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 3-ONL-FLX-North Ryde,Session 3,Online-flexible,North Ryde,
WMKT1001,Marketing Fundamentals,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
ECON6049,Economic Analysis,2023.06,Approved,Macquarie Business School,Department of Economics ,Session 2-ONL-S-F2FX,Session 2,Online-scheduled-In person assessment,,
WMAT1020,Calculus and Linear Algebra II,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WENG1050,Engineering Design,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WMGM1002,Principles of Management,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
ACST1001,Finance 1A,2023.04,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-ONL-S-F2FX-North Ryde,Session 2,Online-scheduled-In person assessment,North Ryde,
WART1000,Humanities and the World,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
ARTS3500,Arts Capstone,2023.03,Approved,Faculty of Arts,Owned at Faculty level,Session 2-ONL-FLX,Session 2,Online-flexible,,
MMBA8045,Managerial Economics,2023.04,Approved,Macquarie Business School,Department of Economics ,Term 3-F2F-DAY-North Ryde,Term 3,In person-scheduled-weekday,North Ryde,45
WPHY1520,Physics for Electrical and Electronic Engineering,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WMAT1010,Calculus and Linear Algebra I,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WMMC1050,Multimodal Storytelling,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WCOM1350,Introduction to Database Design and Management,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
MMBA8060,Strategic Management,2023.01R,Approved,Macquarie Business School,Department of Management ,To be determined,To be determined,,,
WMMC1000,Visual Media and Communications,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WCOM1011,Introduction to Video Games,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WCOM1300,Introduction to Cyber Security,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WMMC1015,Media Practice and Production,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WMMC1110,Media Technologies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WACT1001,Finance 1A,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WPHL1037,Critical Thinking,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
LAWS8099,Professional and Community Engagement,2023.03,Approved,Faculty of Arts,Macquarie Law School ,Session 1-F2F-PLACE-On location,Session 1,In person-placement,On location,
WFEN0002,Academic English 2,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFFS0001,Fundamentals of Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
MEDI8490,MQ Health Elective Placement I,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",Macquarie Medical School,Session 3-F2F-PLACE-North Ryde,Session 3,In person-placement,North Ryde,
ARTS1000,Humanities and the World,2023.04,Approved,Faculty of Arts,Owned at Faculty level,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
WFDI0001,Digital Intelligence,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WMKT1001,Marketing Fundamentals,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WMMC1040,Introduction to Media and Mass Communications,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WCOM1750,Introduction to Business Information Systems,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
AHIS6202,Archaeological and Historical Studies: Foundation in Archaeology or History,2023.03,Approved,Faculty of Arts,Department of History and Archaeology,Session 2-ONL-FLX,Session 2,Online-flexible,,
WMMC1040,Introduction to Media and Mass Communications,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WART1000,Humanities and the World,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFNS0001,Numeracy Skills for Everyday Life,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WCOM1011,Introduction to Video Games,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WECO1031,"Quantitative Methods in Economics, Business and Finance",2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WPHY1520,Physics for Electrical and Electronic Engineering,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WENG1050,Engineering Design,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WMMC1015,Media Practice and Production,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WCOM1350,Introduction to Database Design and Management,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WMAT1010,Calculus and Linear Algebra I,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFRS0001,Research for University Studies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WMMC1110,Media Technologies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WPHL1037,Critical Thinking,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFEN0001,Academic English 1,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WACT1001,Finance 1A,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WMKT1001,Marketing Fundamentals,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WCOM1300,Introduction to Cyber Security,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WMGM1002,Principles of Management,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WCOM1010,Fundamentals of Computer Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
ACST1001,Finance 1A,2023.04,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 3-F2F-DAY-North Ryde,Session 3,In person-scheduled-weekday,North Ryde,
